pet_id,issue_date,listing_date,condition,color_type,length(m),height(cm),X1,X2,breed_category,pet_category,days_stayed,total_days_stayed,total_hours_stayed,condition_is_missing,fe_ids,len_in_cm,X1_X2,Area_occupied
ANSL_63260,2012-03-25 00:00:00,2018-04-19 19:18:00,1.0,53,0.32,25.51,0,1,0.0,2,2216 days 19:18:00.000000000,2216,19.3,0,63260,32.0,0,816.32
ANSL_51729,2014-03-20 00:00:00,2018-09-08 00:00:00,1.0,2,0.7,47.83,0,1,0.0,2,1633 days 00:00:00.000000000,1633,0.0,0,51729,70.0,0,3348.1
ANSL_73017,2016-04-06 00:00:00,2017-10-31 18:24:00,1.0,53,0.5,5.12,0,1,0.0,2,573 days 18:24:00.000000000,573,18.4,0,73017,50.0,0,256.0
ANSL_67730,2010-11-04 00:00:00,2018-11-27 11:49:00,1.0,2,0.46,31.48,0,7,0.0,2,2945 days 11:49:00.000000000,2945,11.82,0,67730,46.0,0,1448.08
ANSL_51530,2017-06-19 00:00:00,2017-09-20 18:42:00,1.0,18,0.52,43.88,0,1,0.0,1,93 days 18:42:00.000000000,93,18.7,0,51530,52.0,0,2281.76
ANSL_54602,2016-10-04 00:00:00,2016-11-08 12:25:00,-1.0,2,0.73,37.62,18,4,2.0,1,35 days 12:25:00.000000000,35,12.42,1,54602,73.0,72,2746.2599999999998
ANSL_61997,2014-07-09 00:00:00,2017-08-03 12:26:00,2.0,2,0.61,14.17,0,7,0.0,2,1121 days 12:26:00.000000000,1121,12.43,0,61997,61.0,0,864.37
ANSL_73669,2016-11-26 00:00:00,2017-02-12 17:35:00,2.0,2,0.4,27.84,13,9,1.0,1,78 days 17:35:00.000000000,78,17.58,0,73669,40.0,117,1113.6
ANSL_70789,2005-08-30 00:00:00,2016-09-23 12:17:00,0.0,48,0.1,18.43,13,9,1.0,2,4042 days 12:17:00.000000000,4042,12.28,0,70789,10.0,117,184.3
ANSL_61029,2017-09-16 00:00:00,2018-10-10 12:07:00,0.0,2,0.95,20.78,0,1,1.0,2,389 days 12:07:00.000000000,389,12.12,0,61029,95.0,0,1974.1000000000001
ANSL_59230,2016-05-03 00:00:00,2017-04-21 13:11:00,0.0,2,0.08,30.41,0,1,1.0,2,353 days 13:11:00.000000000,353,13.18,0,59230,8.0,0,243.28
ANSL_75796,2017-03-26 00:00:00,2019-04-18 08:47:00,-1.0,2,0.48,6.74,15,4,2.0,4,753 days 08:47:00.000000000,753,8.78,1,75796,48.0,60,323.52
ANSL_75210,2015-07-13 00:00:00,2018-11-25 09:29:00,1.0,2,0.25,29.54,7,1,0.0,1,1231 days 09:29:00.000000000,1231,9.48,0,75210,25.0,7,738.5
ANSL_62151,2017-12-31 00:00:00,2018-03-21 13:42:00,1.0,7,0.4,36.12,0,1,0.0,1,80 days 13:42:00.000000000,80,13.7,0,62151,40.0,0,1444.8
ANSL_76701,2018-05-27 00:00:00,2019-05-09 13:38:00,0.0,7,0.31,21.74,18,4,1.0,2,347 days 13:38:00.000000000,347,13.63,0,76701,31.0,72,673.9399999999999
ANSL_73788,2017-04-04 00:00:00,2018-01-12 17:20:00,0.0,16,0.28,35.82,0,1,1.0,2,283 days 17:20:00.000000000,283,17.33,0,73788,28.000000000000004,0,1002.9600000000002
ANSL_65508,2016-02-06 00:00:00,2018-03-01 13:52:00,2.0,7,0.28,15.52,0,7,0.0,2,754 days 13:52:00.000000000,754,13.87,0,65508,28.000000000000004,0,434.56000000000006
ANSL_59216,2017-01-30 00:00:00,2018-02-25 18:30:00,1.0,48,0.29,38.9,13,9,0.0,2,391 days 18:30:00.000000000,391,18.5,0,59216,28.999999999999996,117,1128.1
ANSL_67029,2018-07-13 00:00:00,2018-10-18 17:51:00,1.0,53,0.95,40.62,0,1,0.0,1,97 days 17:51:00.000000000,97,17.85,0,67029,95.0,0,3858.8999999999996
ANSL_67689,2017-04-10 00:00:00,2018-05-03 12:24:00,2.0,2,0.52,25.88,0,3,1.0,1,388 days 12:24:00.000000000,388,12.4,0,67689,52.0,0,1345.76
ANSL_52314,2013-12-01 00:00:00,2018-01-31 16:16:00,1.0,2,0.32,35.91,0,7,0.0,2,1522 days 16:16:00.000000000,1522,16.27,0,52314,32.0,0,1149.12
ANSL_60287,2004-08-11 00:00:00,2017-09-01 14:32:00,1.0,15,0.71,44.05,18,4,0.0,2,4769 days 14:32:00.000000000,4769,14.53,0,60287,71.0,72,3127.5499999999997
ANSL_66583,2015-01-22 00:00:00,2017-02-16 12:50:00,2.0,2,0.19,15.22,13,9,0.0,2,756 days 12:50:00.000000000,756,12.83,0,66583,19.0,117,289.18
ANSL_53613,2015-04-28 00:00:00,2016-12-02 13:35:00,0.0,49,0.04,18.89,0,1,1.0,1,584 days 13:35:00.000000000,584,13.58,0,53613,4.0,0,75.56
ANSL_71978,2014-08-29 00:00:00,2016-09-28 17:02:00,1.0,53,0.73,49.59,0,7,0.0,2,761 days 17:02:00.000000000,761,17.03,0,71978,73.0,0,3620.07
ANSL_64235,2014-08-28 00:00:00,2016-09-23 16:16:00,1.0,2,0.94,29.49,13,9,0.0,1,757 days 16:16:00.000000000,757,16.27,0,64235,94.0,117,2772.06
ANSL_55600,2016-08-14 00:00:00,2017-03-19 19:18:00,0.0,12,0.65,36.62,16,9,1.0,1,217 days 19:18:00.000000000,217,19.3,0,55600,65.0,144,2380.2999999999997
ANSL_58120,2013-01-06 00:00:00,2019-02-27 13:55:00,1.0,2,0.29,29.93,13,9,0.0,2,2243 days 13:55:00.000000000,2243,13.92,0,58120,28.999999999999996,117,867.9699999999999
ANSL_68525,2018-05-29 00:00:00,2018-06-23 13:28:00,-1.0,26,0.01,29.9,8,2,2.0,1,25 days 13:28:00.000000000,25,13.47,1,68525,1.0,16,29.9
ANSL_66506,2016-12-23 00:00:00,2018-02-05 16:11:00,1.0,38,0.08,43.21,0,1,0.0,1,409 days 16:11:00.000000000,409,16.18,0,66506,8.0,0,345.68
ANSL_59698,2018-12-24 00:00:00,2019-03-30 07:49:00,0.0,2,0.12,43.68,7,1,1.0,1,96 days 07:49:00.000000000,96,7.82,0,59698,12.0,7,524.16
ANSL_72073,2017-02-22 00:00:00,2019-03-17 11:06:00,1.0,53,0.48,24.25,13,9,0.0,2,753 days 11:06:00.000000000,753,11.1,0,72073,48.0,117,1164.0
ANSL_66356,2016-03-25 00:00:00,2016-08-22 12:13:00,0.0,2,0.8,13.19,13,9,1.0,2,150 days 12:13:00.000000000,150,12.22,0,66356,80.0,117,1055.2
ANSL_65782,2014-02-17 00:00:00,2017-07-25 15:37:00,1.0,2,0.62,36.94,13,9,0.0,2,1254 days 15:37:00.000000000,1254,15.62,0,65782,62.0,117,2290.2799999999997
ANSL_69941,2016-09-29 00:00:00,2017-10-20 12:46:00,0.0,2,0.91,8.18,0,7,1.0,1,386 days 12:46:00.000000000,386,12.77,0,69941,91.0,0,744.38
ANSL_50985,2016-06-15 00:00:00,2017-07-06 14:09:00,-1.0,30,0.97,22.43,15,4,2.0,4,386 days 14:09:00.000000000,386,14.15,1,50985,97.0,60,2175.71
ANSL_72289,2014-12-28 00:00:00,2017-01-23 16:34:00,1.0,40,0.82,26.96,13,9,0.0,2,757 days 16:34:00.000000000,757,16.57,0,72289,82.0,117,2210.7200000000003
ANSL_62563,2017-07-06 00:00:00,2017-10-14 13:05:00,1.0,53,0.15,5.24,7,1,0.0,1,100 days 13:05:00.000000000,100,13.08,0,62563,15.0,7,78.60000000000001
ANSL_56562,2016-01-16 00:00:00,2016-10-07 17:21:00,-1.0,40,0.28,12.91,15,4,2.0,4,265 days 17:21:00.000000000,265,17.35,1,56562,28.000000000000004,60,361.4800000000001
ANSL_59421,2016-03-31 00:00:00,2018-04-28 15:24:00,1.0,2,0.46,42.05,13,9,0.0,2,758 days 15:24:00.000000000,758,15.4,0,59421,46.0,117,1934.3
ANSL_62857,2016-04-23 00:00:00,2017-05-13 18:51:00,-1.0,15,0.93,35.51,15,4,2.0,4,385 days 18:51:00.000000000,385,18.85,1,62857,93.0,60,3302.43
ANSL_64663,2011-07-15 00:00:00,2018-08-16 14:45:00,1.0,15,0.24,9.29,0,1,0.0,2,2589 days 14:45:00.000000000,2589,14.75,0,64663,24.0,0,222.95999999999998
ANSL_72487,2008-12-03 00:00:00,2017-04-17 15:05:00,0.0,53,0.66,7.09,0,7,1.0,2,3057 days 15:05:00.000000000,3057,15.08,0,72487,66.0,0,467.94
ANSL_53903,2015-11-02 00:00:00,2017-12-13 13:19:00,1.0,38,0.3,11.46,0,1,0.0,1,772 days 13:19:00.000000000,772,13.32,0,53903,30.0,0,343.8
ANSL_57958,2015-06-18 00:00:00,2016-09-02 15:00:00,0.0,16,0.36,40.82,0,1,1.0,2,442 days 15:00:00.000000000,442,15.0,0,57958,36.0,0,1469.52
ANSL_60699,2016-02-07 00:00:00,2018-02-28 19:06:00,2.0,53,0.61,26.36,0,7,0.0,2,752 days 19:06:00.000000000,752,19.1,0,60699,61.0,0,1607.96
ANSL_70064,2017-11-13 00:00:00,2018-06-06 18:08:00,1.0,16,1.0,31.87,0,1,0.0,2,205 days 18:08:00.000000000,205,18.13,0,70064,100.0,0,3187.0
ANSL_53066,2016-10-16 00:00:00,2017-05-10 12:13:00,0.0,52,0.52,33.28,0,1,1.0,2,206 days 12:13:00.000000000,206,12.22,0,53066,52.0,0,1730.56
ANSL_61755,2016-08-15 00:00:00,2018-09-05 13:49:00,-1.0,30,0.11,38.27,18,4,2.0,1,751 days 13:49:00.000000000,751,13.82,1,61755,11.0,72,420.97
ANSL_66707,2017-07-14 00:00:00,2018-08-03 19:10:00,-1.0,15,0.56,28.6,15,4,2.0,4,385 days 19:10:00.000000000,385,19.17,1,66707,56.00000000000001,60,1601.6000000000004
ANSL_56401,2016-08-02 00:00:00,2017-08-26 14:18:00,2.0,21,0.5,40.34,13,9,1.0,1,389 days 14:18:00.000000000,389,14.3,0,56401,50.0,117,2017.0000000000002
ANSL_56597,2010-07-03 00:00:00,2019-04-03 13:21:00,0.0,2,0.47,8.23,0,7,1.0,2,3196 days 13:21:00.000000000,3196,13.35,0,56597,47.0,0,386.81
ANSL_52445,2011-08-14 00:00:00,2016-09-04 12:25:00,1.0,2,0.05,18.9,18,4,0.0,1,1848 days 12:25:00.000000000,1848,12.42,0,52445,5.0,72,94.5
ANSL_72398,2014-08-25 00:00:00,2017-10-12 18:06:00,0.0,2,0.9,34.53,0,1,1.0,1,1144 days 18:06:00.000000000,1144,18.1,0,72398,90.0,0,3107.7000000000003
ANSL_74396,2017-10-22 00:00:00,2017-11-23 16:16:00,-1.0,18,1.0,31.49,13,9,2.0,1,32 days 16:16:00.000000000,32,16.27,1,74396,100.0,117,3149.0
ANSL_54927,2018-02-03 00:00:00,2018-08-24 15:32:00,-1.0,2,0.71,49.38,15,4,2.0,4,202 days 15:32:00.000000000,202,15.53,1,54927,71.0,60,3505.98
ANSL_62691,2017-09-22 00:00:00,2017-12-13 17:18:00,1.0,12,0.3,16.1,0,1,0.0,1,82 days 17:18:00.000000000,82,17.3,0,62691,30.0,0,483.00000000000006
ANSL_74585,2011-07-22 00:00:00,2016-09-07 14:46:00,0.0,16,0.59,30.77,13,9,1.0,2,1874 days 14:46:00.000000000,1874,14.77,0,74585,59.0,117,1815.43
ANSL_50970,2016-07-22 00:00:00,2018-08-15 12:52:00,1.0,53,0.84,12.19,0,7,0.0,2,754 days 12:52:00.000000000,754,12.87,0,50970,84.0,0,1023.9599999999999
ANSL_74149,2017-07-26 00:00:00,2017-11-02 17:31:00,0.0,38,0.34,40.54,0,1,1.0,1,99 days 17:31:00.000000000,99,17.52,0,74149,34.0,0,1378.36
ANSL_64155,2016-07-17 00:00:00,2017-08-07 09:00:00,0.0,49,0.69,27.94,16,9,1.0,1,386 days 09:00:00.000000000,386,9.0,0,64155,69.0,144,1927.8600000000001
ANSL_55787,2015-08-21 00:00:00,2017-09-03 11:31:00,0.0,18,0.97,24.0,13,9,1.0,1,744 days 11:31:00.000000000,744,11.52,0,55787,97.0,117,2328.0
ANSL_69096,2004-07-09 00:00:00,2016-08-17 15:43:00,2.0,53,0.24,47.34,7,1,1.0,2,4422 days 15:43:00.000000000,4422,15.72,0,69096,24.0,7,1136.16
ANSL_71956,2017-07-21 00:00:00,2018-01-27 18:17:00,0.0,2,0.26,48.77,0,1,1.0,2,190 days 18:17:00.000000000,190,18.28,0,71956,26.0,0,1268.02
ANSL_69726,2016-12-09 00:00:00,2017-03-29 18:38:00,1.0,5,0.06,31.19,0,1,0.0,1,110 days 18:38:00.000000000,110,18.63,0,69726,6.0,0,187.14000000000001
ANSL_50233,2015-08-20 00:00:00,2018-09-29 17:09:00,1.0,7,0.16,6.27,0,1,0.0,1,1136 days 17:09:00.000000000,1136,17.15,0,50233,16.0,0,100.32
ANSL_53973,2016-04-18 00:00:00,2016-08-14 12:23:00,1.0,16,0.97,9.21,0,1,0.0,2,118 days 12:23:00.000000000,118,12.38,0,53973,97.0,0,893.3700000000001
ANSL_73556,2017-11-03 00:00:00,2018-01-02 12:48:00,2.0,7,0.25,20.78,8,2,1.0,1,60 days 12:48:00.000000000,60,12.8,0,73556,25.0,16,519.5
ANSL_62877,2016-07-29 00:00:00,2016-10-26 12:23:00,0.0,18,0.59,17.39,7,1,1.0,1,89 days 12:23:00.000000000,89,12.38,0,62877,59.0,7,1026.01
ANSL_63004,2016-10-22 00:00:00,2017-01-28 17:15:00,1.0,18,0.97,34.72,0,1,0.0,1,98 days 17:15:00.000000000,98,17.25,0,63004,97.0,0,3367.8399999999997
ANSL_61187,2016-12-27 00:00:00,2019-02-08 12:24:00,1.0,26,0.54,29.72,0,1,0.0,1,773 days 12:24:00.000000000,773,12.4,0,61187,54.0,0,1604.8799999999999
ANSL_54149,2005-01-07 00:00:00,2019-02-09 14:57:00,2.0,2,0.05,23.94,13,9,0.0,2,5146 days 14:57:00.000000000,5146,14.95,0,54149,5.0,117,119.7
ANSL_60204,2017-10-21 00:00:00,2017-11-23 16:14:00,-1.0,12,0.27,26.93,13,9,2.0,1,33 days 16:14:00.000000000,33,16.23,1,60204,27.0,117,727.11
ANSL_68888,2016-01-30 00:00:00,2018-02-22 18:37:00,0.0,12,0.67,42.28,0,1,1.0,1,754 days 18:37:00.000000000,754,18.62,0,68888,67.0,0,2832.76
ANSL_54328,2016-04-17 00:00:00,2017-05-08 16:31:00,-1.0,30,0.55,24.99,18,4,2.0,0,386 days 16:31:00.000000000,386,16.52,1,54328,55.00000000000001,72,1374.45
ANSL_73352,2016-06-02 00:00:00,2017-07-13 17:41:00,2.0,15,0.99,27.45,0,1,0.0,2,406 days 17:41:00.000000000,406,17.68,0,73352,99.0,0,2717.5499999999997
ANSL_58216,2014-10-17 00:00:00,2018-11-07 17:06:00,2.0,48,0.63,41.96,13,9,1.0,2,1482 days 17:06:00.000000000,1482,17.1,0,58216,63.0,117,2643.48
ANSL_66901,2018-01-11 00:00:00,2018-05-20 17:41:00,1.0,7,0.84,37.7,0,1,0.0,1,129 days 17:41:00.000000000,129,17.68,0,66901,84.0,0,3166.8
ANSL_72759,2015-09-28 00:00:00,2017-10-30 13:00:00,1.0,38,0.35,25.67,13,9,0.0,1,763 days 13:00:00.000000000,763,13.0,0,72759,35.0,117,898.45
ANSL_61773,2016-08-25 00:00:00,2017-03-19 19:19:00,0.0,18,0.31,32.74,16,9,1.0,1,206 days 19:19:00.000000000,206,19.32,0,61773,31.0,144,1014.94
ANSL_72502,2016-07-10 00:00:00,2016-11-08 13:31:00,2.0,12,0.08,46.98,13,9,0.0,1,121 days 13:31:00.000000000,121,13.52,0,72502,8.0,117,375.84
ANSL_74497,2016-05-31 00:00:00,2018-06-21 12:00:00,1.0,25,0.94,25.67,18,4,0.0,1,751 days 12:00:00.000000000,751,12.0,0,74497,94.0,72,2412.98
ANSL_58228,2017-11-29 00:00:00,2018-04-16 17:45:00,0.0,12,0.23,21.99,0,1,1.0,1,138 days 17:45:00.000000000,138,17.75,0,58228,23.0,0,505.77
ANSL_72925,2016-07-24 00:00:00,2017-09-18 12:36:00,0.0,25,0.58,17.57,0,7,1.0,2,421 days 12:36:00.000000000,421,12.6,0,72925,57.99999999999999,0,1019.06
ANSL_64985,2017-12-05 00:00:00,2018-04-06 18:03:00,1.0,2,0.95,8.81,0,1,0.0,1,122 days 18:03:00.000000000,122,18.05,0,64985,95.0,0,836.95
ANSL_61950,2018-09-17 00:00:00,2018-12-06 18:28:00,2.0,48,0.22,9.0,0,1,1.0,2,80 days 18:28:00.000000000,80,18.47,0,61950,22.0,0,198.0
ANSL_63881,2016-06-20 00:00:00,2016-12-10 14:34:00,2.0,31,0.88,13.73,13,9,1.0,1,173 days 14:34:00.000000000,173,14.57,0,63881,88.0,117,1208.24
ANSL_60590,2016-06-02 00:00:00,2017-06-24 09:03:00,-1.0,15,0.1,6.2,15,4,2.0,4,387 days 09:03:00.000000000,387,9.05,1,60590,10.0,60,62.0
ANSL_69194,2016-02-10 00:00:00,2017-03-03 15:25:00,2.0,40,0.58,13.62,0,7,1.0,2,387 days 15:25:00.000000000,387,15.42,0,69194,57.99999999999999,0,789.9599999999998
ANSL_53832,2014-04-21 00:00:00,2017-05-02 13:31:00,1.0,53,0.03,45.76,0,1,0.0,2,1107 days 13:31:00.000000000,1107,13.52,0,53832,3.0,0,137.28
ANSL_66730,2015-01-28 00:00:00,2018-01-20 16:44:00,1.0,23,0.49,21.38,0,1,0.0,2,1088 days 16:44:00.000000000,1088,16.73,0,66730,49.0,0,1047.62
ANSL_67847,2016-05-21 00:00:00,2016-08-15 11:48:00,0.0,2,0.36,47.56,7,1,1.0,1,86 days 11:48:00.000000000,86,11.8,0,67847,36.0,7,1712.16
ANSL_74431,2014-07-22 00:00:00,2018-08-20 17:00:00,0.0,48,0.15,18.33,0,1,1.0,2,1490 days 17:00:00.000000000,1490,17.0,0,74431,15.0,0,274.95
ANSL_63232,2014-10-14 00:00:00,2017-11-22 13:52:00,1.0,53,0.35,47.9,13,9,0.0,2,1135 days 13:52:00.000000000,1135,13.87,0,63232,35.0,117,1676.5
ANSL_59803,2013-01-02 00:00:00,2018-02-02 17:32:00,2.0,48,0.02,24.64,0,7,1.0,2,1857 days 17:32:00.000000000,1857,17.53,0,59803,2.0,0,49.28
ANSL_76232,2015-03-20 00:00:00,2018-04-24 17:00:00,2.0,16,1.0,13.17,0,7,0.0,2,1131 days 17:00:00.000000000,1131,17.0,0,76232,100.0,0,1317.0
ANSL_71386,2017-07-07 00:00:00,2018-02-04 08:43:00,-1.0,32,0.97,33.05,18,4,2.0,0,212 days 08:43:00.000000000,212,8.72,1,71386,97.0,72,3205.85
ANSL_54304,2015-07-26 00:00:00,2016-08-05 17:23:00,0.0,18,0.39,25.69,0,7,1.0,1,376 days 17:23:00.000000000,376,17.38,0,54304,39.0,0,1001.9100000000001
ANSL_70543,2017-09-26 00:00:00,2018-03-01 12:23:00,0.0,21,0.24,23.09,7,1,1.0,1,156 days 12:23:00.000000000,156,12.38,0,70543,24.0,7,554.16
ANSL_67049,2013-05-18 00:00:00,2018-12-08 16:59:00,1.0,16,0.73,49.75,0,7,0.0,2,2030 days 16:59:00.000000000,2030,16.98,0,67049,73.0,0,3631.75
ANSL_71636,2015-09-25 00:00:00,2017-10-24 11:37:00,0.0,38,0.3,31.31,0,7,1.0,1,760 days 11:37:00.000000000,760,11.62,0,71636,30.0,0,939.3
ANSL_51992,2003-03-21 00:00:00,2017-02-14 12:26:00,1.0,7,0.03,44.35,0,1,0.0,1,5079 days 12:26:00.000000000,5079,12.43,0,51992,3.0,0,133.05
ANSL_50381,2014-08-28 00:00:00,2016-09-21 16:46:00,0.0,15,0.96,43.36,13,9,1.0,2,755 days 16:46:00.000000000,755,16.77,0,50381,96.0,117,4162.5599999999995
ANSL_71580,2014-06-24 00:00:00,2016-07-16 11:07:00,0.0,53,0.38,16.13,0,7,1.0,2,753 days 11:07:00.000000000,753,11.12,0,71580,38.0,0,612.9399999999999
ANSL_67938,2014-07-02 00:00:00,2016-09-24 18:05:00,1.0,52,0.02,49.98,0,1,0.0,2,815 days 18:05:00.000000000,815,18.08,0,67938,2.0,0,99.96
ANSL_51198,2009-05-02 00:00:00,2018-05-30 17:07:00,1.0,2,0.63,40.9,0,1,0.0,2,3315 days 17:07:00.000000000,3315,17.12,0,51198,63.0,0,2576.7
ANSL_50404,2017-11-16 00:00:00,2018-03-14 17:58:00,0.0,18,0.12,23.19,0,1,1.0,1,118 days 17:58:00.000000000,118,17.97,0,50404,12.0,0,278.28000000000003
ANSL_59819,2015-11-25 00:00:00,2016-10-15 14:21:00,2.0,2,0.0,32.26,0,7,0.0,2,325 days 14:21:00.000000000,325,14.35,0,59819,0.0,0,0.0
ANSL_58435,2014-06-17 00:00:00,2017-07-18 16:45:00,0.0,2,0.41,33.59,0,7,1.0,2,1127 days 16:45:00.000000000,1127,16.75,0,58435,41.0,0,1377.19
ANSL_56219,2018-09-12 00:00:00,2019-02-10 11:20:00,0.0,2,0.4,28.09,13,9,1.0,1,151 days 11:20:00.000000000,151,11.33,0,56219,40.0,117,1123.6
ANSL_70139,2018-07-03 00:00:00,2018-09-29 18:30:00,0.0,7,0.42,17.95,0,1,1.0,1,88 days 18:30:00.000000000,88,18.5,0,70139,42.0,0,753.9
ANSL_73618,2014-09-14 00:00:00,2017-10-13 16:58:00,0.0,36,0.61,33.71,0,1,1.0,1,1125 days 16:58:00.000000000,1125,16.97,0,73618,61.0,0,2056.31
ANSL_56068,2014-12-28 00:00:00,2017-07-23 16:59:00,0.0,16,0.39,30.74,0,7,1.0,2,938 days 16:59:00.000000000,938,16.98,0,56068,39.0,0,1198.86
ANSL_64450,2016-01-10 00:00:00,2016-08-01 08:01:00,-1.0,15,0.94,21.82,15,4,2.0,4,204 days 08:01:00.000000000,204,8.02,1,64450,94.0,60,2051.08
ANSL_64692,2015-08-21 00:00:00,2018-01-04 15:26:00,0.0,53,0.59,10.26,0,1,1.0,2,867 days 15:26:00.000000000,867,15.43,0,64692,59.0,0,605.34
ANSL_62579,2017-12-02 00:00:00,2019-03-10 15:25:00,1.0,48,0.84,5.34,13,9,0.0,2,463 days 15:25:00.000000000,463,15.42,0,62579,84.0,117,448.56
ANSL_66557,2016-10-29 00:00:00,2018-11-19 07:44:00,-1.0,15,0.24,34.07,15,4,2.0,4,751 days 07:44:00.000000000,751,7.73,1,66557,24.0,60,817.6800000000001
ANSL_64495,2015-08-05 00:00:00,2016-09-02 18:18:00,0.0,2,0.55,9.34,0,1,1.0,2,394 days 18:18:00.000000000,394,18.3,0,64495,55.00000000000001,0,513.7
ANSL_70977,2016-09-07 00:00:00,2016-12-29 12:20:00,1.0,18,0.29,45.43,0,1,0.0,1,113 days 12:20:00.000000000,113,12.33,0,70977,28.999999999999996,0,1317.4699999999998
ANSL_54597,2016-09-05 00:00:00,2016-12-16 18:01:00,1.0,2,0.86,19.94,0,1,0.0,1,102 days 18:01:00.000000000,102,18.02,0,54597,86.0,0,1714.8400000000001
ANSL_65315,2016-11-17 00:00:00,2017-02-03 18:23:00,1.0,2,0.92,13.53,7,1,0.0,2,78 days 18:23:00.000000000,78,18.38,0,65315,92.0,7,1244.76
ANSL_54366,2014-07-06 00:00:00,2018-07-28 18:02:00,0.0,18,0.79,40.79,0,1,1.0,1,1483 days 18:02:00.000000000,1483,18.03,0,54366,79.0,0,3222.41
ANSL_72967,2016-03-27 00:00:00,2017-01-08 14:42:00,0.0,7,0.18,32.73,13,9,1.0,2,287 days 14:42:00.000000000,287,14.7,0,72967,18.0,117,589.14
ANSL_61995,2018-08-11 00:00:00,2018-09-23 17:54:00,2.0,28,0.05,11.23,13,9,0.0,1,43 days 17:54:00.000000000,43,17.9,0,61995,5.0,117,56.150000000000006
ANSL_72464,2017-01-24 00:00:00,2017-06-14 18:33:00,1.0,16,0.1,46.21,7,1,0.0,2,141 days 18:33:00.000000000,141,18.55,0,72464,10.0,7,462.1
ANSL_62774,2015-08-31 00:00:00,2017-09-24 12:03:00,1.0,40,0.81,47.75,0,7,0.0,2,755 days 12:03:00.000000000,755,12.05,0,62774,81.0,0,3867.75
ANSL_64807,2015-01-15 00:00:00,2019-02-23 11:10:00,2.0,2,0.56,19.43,0,7,0.0,2,1500 days 11:10:00.000000000,1500,11.17,0,64807,56.00000000000001,0,1088.0800000000002
ANSL_67962,2015-01-16 00:00:00,2017-02-07 09:00:00,0.0,18,0.67,21.21,16,9,1.0,1,753 days 09:00:00.000000000,753,9.0,0,67962,67.0,144,1421.0700000000002
ANSL_72706,2015-08-18 00:00:00,2017-09-18 14:07:00,2.0,2,0.94,7.49,13,9,1.0,1,762 days 14:07:00.000000000,762,14.12,0,72706,94.0,117,704.0600000000001
ANSL_73383,2016-08-19 00:00:00,2016-12-03 19:43:00,0.0,53,0.73,25.86,0,1,1.0,2,106 days 19:43:00.000000000,106,19.72,0,73383,73.0,0,1887.78
ANSL_73060,2015-05-27 00:00:00,2018-06-18 08:43:00,-1.0,15,0.44,46.93,15,4,2.0,4,1118 days 08:43:00.000000000,1118,8.72,1,73060,44.0,60,2064.92
ANSL_50223,2005-11-29 00:00:00,2017-01-12 12:19:00,1.0,7,0.39,33.28,0,1,0.0,1,4062 days 12:19:00.000000000,4062,12.32,0,50223,39.0,0,1297.92
ANSL_62601,2017-03-02 00:00:00,2018-07-04 12:03:00,2.0,54,0.75,45.36,13,9,1.0,2,489 days 12:03:00.000000000,489,12.05,0,62601,75.0,117,3402.0
ANSL_50663,2013-05-06 00:00:00,2016-07-24 08:58:00,0.0,2,0.73,9.64,7,1,1.0,2,1175 days 08:58:00.000000000,1175,8.97,0,50663,73.0,7,703.72
ANSL_53650,2011-09-03 00:00:00,2018-08-22 15:13:00,0.0,7,0.1,46.09,0,7,1.0,2,2545 days 15:13:00.000000000,2545,15.22,0,53650,10.0,0,460.90000000000003
ANSL_66063,2005-03-20 00:00:00,2018-04-08 19:08:00,0.0,2,0.66,29.63,0,7,1.0,2,4767 days 19:08:00.000000000,4767,19.13,0,66063,66.0,0,1955.58
ANSL_51487,2014-04-16 00:00:00,2017-02-28 18:26:00,0.0,48,0.84,30.02,0,7,1.0,2,1049 days 18:26:00.000000000,1049,18.43,0,51487,84.0,0,2521.68
ANSL_65821,2016-12-22 00:00:00,2019-01-12 18:32:00,-1.0,2,0.42,25.93,18,4,2.0,4,751 days 18:32:00.000000000,751,18.53,1,65821,42.0,72,1089.06
ANSL_72275,2009-12-30 00:00:00,2019-02-11 18:55:00,1.0,15,0.99,45.77,0,7,0.0,2,3330 days 18:55:00.000000000,3330,18.92,0,72275,99.0,0,4531.2300000000005
ANSL_57844,2017-08-12 00:00:00,2018-11-08 16:31:00,0.0,52,0.87,48.68,0,1,1.0,2,453 days 16:31:00.000000000,453,16.52,0,57844,87.0,0,4235.16
ANSL_60308,2018-02-06 00:00:00,2018-09-06 18:00:00,1.0,55,0.38,22.64,0,1,0.0,2,212 days 18:00:00.000000000,212,18.0,0,60308,38.0,0,860.32
ANSL_50564,2009-03-12 00:00:00,2018-02-04 11:14:00,1.0,2,0.44,8.16,0,7,0.0,2,3251 days 11:14:00.000000000,3251,11.23,0,50564,44.0,0,359.04
ANSL_61870,2016-01-08 00:00:00,2018-01-31 11:54:00,1.0,7,0.85,30.73,0,7,0.0,1,754 days 11:54:00.000000000,754,11.9,0,61870,85.0,0,2612.05
ANSL_75272,2018-03-12 00:00:00,2019-04-05 17:23:00,1.0,53,0.52,22.05,13,9,0.0,2,389 days 17:23:00.000000000,389,17.38,0,75272,52.0,117,1146.6000000000001
ANSL_75536,2017-12-20 00:00:00,2019-01-16 17:39:00,2.0,2,0.18,42.79,0,1,1.0,2,392 days 17:39:00.000000000,392,17.65,0,75536,18.0,0,770.22
